         8	    0.000001307
        16	    0.000001254
        32	    0.000001471
        64	    0.000001268
       128	    0.000001569
       256	    0.000001276
       512	    0.000001347
      1024	    0.000001602
      2048	    0.000001965
      4096	    0.000002642
      8192	    0.000004611
     16384	    0.000005546
     32768	    0.000007188
     65536	    0.000010216
    131072	    0.000017266
    262144	    0.000030162
    524288	    0.000056756
   1048576	    0.000109413
   2097152	    0.000220497
   4194304	    0.000471711
   8388608	    0.000995591
  16777216	    0.002045937
  33554432	    0.004186149
  67108864	    0.008594131
 134217728	    0.017326949
 268435456	    0.034955614
 536870912	    0.071312923
1073741824	    0.142799792
