         8	    0.000001435
        16	    0.000001729
        32	    0.000001423
        64	    0.000001559
       128	    0.000001423
       256	    0.000001616
       512	    0.000001574
      1024	    0.000002036
      2048	    0.000002306
      4096	    0.000003159
      8192	    0.000004911
     16384	    0.000006318
     32768	    0.000008128
     65536	    0.000011563
    131072	    0.000019457
    262144	    0.000035272
    524288	    0.000065682
   1048576	    0.000127792
   2097152	    0.000250843
   4194304	    0.000460827
   8388608	    0.000982950
  16777216	    0.002223587
  33554432	    0.004529366
  67108864	    0.009307411
 134217728	    0.018725610
 268435456	    0.037516589
 536870912	    0.074450552
1073741824	    0.150179751
