         8	    0.000001304
        16	    0.000001254
        32	    0.000001259
        64	    0.000001252
       128	    0.000001266
       256	    0.000001290
       512	    0.000001371
      1024	    0.000001605
      2048	    0.000001981
      4096	    0.000002708
      8192	    0.000004916
     16384	    0.000005469
     32768	    0.000007372
     65536	    0.000011871
    131072	    0.000019102
    262144	    0.000034437
    524288	    0.000065515
   1048576	    0.000126987
   2097152	    0.000253711
   4194304	    0.000469286
   8388608	    0.000999370
  16777216	    0.002061253
  33554432	    0.004217784
  67108864	    0.008677363
 134217728	    0.017555001
 268435456	    0.035428843
 536870912	    0.071157117
1073741824	    0.142674110
