         8	    0.000001352
        16	    0.000001292
        32	    0.000001261
        64	    0.000001466
       128	    0.000001318
       256	    0.000001466
       512	    0.000001423
      1024	    0.000001841
      2048	    0.000002379
      4096	    0.000002809
      8192	    0.000004668
     16384	    0.000005922
     32768	    0.000007846
     65536	    0.000011404
    131072	    0.000019448
    262144	    0.000034661
    524288	    0.000065291
   1048576	    0.000126951
   2097152	    0.000249920
   4194304	    0.000444913
   8388608	    0.000926962
  16777216	    0.001886730
  33554432	    0.004100935
  67108864	    0.008709340
 134217728	    0.017632713
 268435456	    0.035554039
 536870912	    0.071215076
1073741824	    0.143291161
