         8	    0.000001683
        16	    0.000001624
        32	    0.000001891
        64	    0.000001893
       128	    0.000001678
       256	    0.000002635
       512	    0.000001802
      1024	    0.000002079
      2048	    0.000002527
      4096	    0.000003724
      8192	    0.000006819
     16384	    0.000008993
     32768	    0.000009301
     65536	    0.000020838
    131072	    0.000026686
    262144	    0.000049765
    524288	    0.000073936
   1048576	    0.000133545
   2097152	    0.000372260
   4194304	    0.000624244
   8388608	    0.001181095
  16777216	    0.002546639
  33554432	    0.005622432
  67108864	    0.010244241
 134217728	    0.021104493
 268435456	    0.040973244
 536870912	    0.084920855
1073741824	    0.170163479
