         8	    0.000000613
        16	    0.000000663
        32	    0.000000687
        64	    0.000000780
       128	    0.000000763
       256	    0.000000775
       512	    0.000000913
      1024	    0.000000989
      2048	    0.000001183
      4096	    0.000001707
      8192	    0.000003684
     16384	    0.000004187
     32768	    0.000007062
     65536	    0.000011566
    131072	    0.000024207
    262144	    0.000046434
    524288	    0.000088804
   1048576	    0.000174272
   2097152	    0.000343876
   4194304	    0.000682890
   8388608	    0.001363661
  16777216	    0.002742989
  33554432	    0.005647674
  67108864	    0.011590698
 134217728	    0.023438499
 268435456	    0.047057595
 536870912	    0.094391713
1073741824	    0.189279861
